"Ensembl_ID","patient1_healthy","patient2_healthy","patient3_healthy","patient4_healthy","patient5_healthy","patient6_healthy","patient7_healthy","patient8_healthy","patient9_healthy","patient10_healthy","patient1_diseased","patient2_diseased","patient3_diseased","patient4_diseased","patient5_diseased","patient6_diseased","patient7_diseased","patient8_diseased","patient9_diseased","patient10_diseased","HealthyMean","DiseasedMean","FoldChange","DifferentialExpression"
"ENST00000410086",0,0,0,0.56,0,0,0,0.13,0,0,0.91,1.98,0,0,0,0.46,0,1.07,0,0.55,0.08,0.5,6.52,0.42
"ENST00000410334",0,0,0,0,0,0,1,0,0,0,4.01,0,0,0,1.91,0,0,0,2.31,0,0.11,0.82,7.38,0.71
"ENST00000410438",0,0.99,0,0,0,0,0,0,0,0,1.73,0,0,1.63,1.6,0,0,0,0,0,0.11,0.5,4.52,0.39
"ENST00000410472",0,0,0,0,0,0.76,0,0,0.72,0,0,0,0,0,0,4.81,0,0.82,0,4.03,0.16,0.97,5.9,0.8
"ENST00000410708",0,0,0,0,0,1.38,0,0,0,0,0,0,0,4.3,0,3.14,0,0,1.61,1.36,0.15,1.04,6.8,0.89
"ENST00000410878",0,0,0,0,0,0,0,0,1.51,0,0,0,0,2.85,0,0,0,3.97,0,0,0.17,0.68,4.07,0.51
"ENST00000410949",0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,1.83,0,0,1.17,1.07,1.69,0.13,0.58,4.51,0.45
"ENST00000410991",0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,4.37,0,0,4.06,0,0.15,0.84,5.8,0.7
"ENST00000411041",0,0,0,0,0,0,0,1.35,0,0,0,3.54,3.23,0,0,0,0,0,0,0,0.15,0.68,4.53,0.53
"ENST00000411206",0,1.23,0,0,0,1.27,0,0,0,0.83,0,0,0,0.96,2.88,0.97,8.58,1.18,0,0,0.28,1.46,5.25,1.18
"ENST00000411352",0,1.1,0,0,0,0,0,1.08,0,4.12,0,14.08,0,1.75,0,0,0.9,0,0,0.84,0.24,1.76,7.23,1.51
"ENST00000411390",0,0,0,0,1.32,0,0,0,0,0,0,0,2.38,3.41,6.3,0,0,0,0,0,0.15,1.21,8.22,1.06
"ENST00000411642",0,0.25,0,0,0,0,0,0,0,0,0.17,0.29,0,0,0.71,0,0,0,0,0,0.03,0.12,4.22,0.09
"ENST00000411655",0,0,0,0,0,0,0,0,0.06,0,0.18,0,0,0.06,0,0,0,0,0,0.13,0.01,0.04,5.54,0.03
"ENST00000411884",0,0,0,0,0,0,0,0,0.2,0,0.65,0,0,0.31,0,0,0,0,0,0,0.02,0.1,4.23,0.07
"ENST00000411990",0,0,0.42,0,0,0,0.22,0,0,0,0.2,0.35,0.29,0.26,0.38,0,0.49,0.27,0.41,0.49,0.07,0.31,4.4,0.24
"ENST00000412074",0,0,0,0,0.05,0,0,0,0,0.04,0.13,0,0,0.01,0,0,0,0.05,0,0.1,0.01,0.03,4.95,0.02
"ENST00000412085",0,0,1.06,0,0,0,0,0,0,0,1.58,0,3.04,0,0,0,0,5.66,2.53,0.88,0.12,1.37,11.56,1.25
"ENST00000412167",0.12,0.05,0.1,0,0.29,0,0.07,0.04,0.04,0.07,0.39,0.16,0.15,0.68,1.07,0.08,0.41,0.68,0.1,0.16,0.08,0.39,4.92,0.31
"ENST00000412242",0,0,0,0,0,0.26,0,0.13,0,0.25,0,0.25,0,0.12,0.86,0,0.63,0.26,0,0,0.04,0.21,5.03,0.17
"ENST00000412274",0,0,0,0,0,0,0,0.76,0.44,0,1.35,0,0,1.03,1.87,0,0.53,0,1.13,0,0.13,0.59,4.46,0.46
"ENST00000412438",0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,1.11,0.37,1.52,0.42,0.9,0.05,0.43,8.27,0.38
"ENST00000412465",0,0.14,0,0,0.15,0,0.15,0,0.18,0,1.01,0.26,0,0.39,0.25,0.39,0,0.9,0,0,0.07,0.32,4.72,0.25
"ENST00000412504",0,0,0,0,0,0,0,0.2,0,0,0.76,0.15,0,0,0,0,0,0,0,0,0.02,0.09,4.01,0.07
"ENST00000412507",0.34,0.14,0,0,0,0,0,0,0,0,0.26,0,0,0.15,0,0,0.7,0,0.74,1.05,0.05,0.29,5.49,0.24
"ENST00000412590",0,0,0,0,0,0,0,0,0.05,0,0.25,0,0,0,0,0,0,0,0,0,0.01,0.03,4.84,0.02
"ENST00000412740",0,0,0.14,0,0,0,0,0,0,0.44,0,0,0.23,0,0,0.52,0,0.22,0,0,0.02,0.1,6.51,0.08
"ENST00000412796",0.09,0,0,0,0,0,0,0,0,0.09,0.45,0,0.18,0,0,0,0,0,0.09,0,0.01,0.07,7.59,0.06
"ENST00000412835",0,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0.38,0,0,0,0.1,0.25,0,0.01,0.08,14.16,0.07
"ENST00000412855",1.6,0,0,0.46,1.41,0,0.76,0,0,4.1,4.73,2.09,1.04,2.79,2.25,0.8,2.55,0.93,2.18,1.37,0.47,2.07,4.4,1.6
"ENST00000413111",0,0,0,0,0,0,0,0.26,0,0,0,1.45,0,0.17,0,0,0.2,0,0,1.85,0.03,0.37,12.6,0.34
"ENST00000413303",0,0,0,0,0.27,0.21,0,0,0,0,0,0,0,0,0.84,0.96,0,0.28,0.21,0.23,0.05,0.25,4.73,0.2
"ENST00000413325",0,0.04,0.1,0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0.02,0,0,0.02,0.13,8.6,0.12
"ENST00000413386",0,0,0,0,0,0.47,0,0,0,0,1.19,0,0,0.23,0,0,0.89,0.23,0,0,0.05,0.25,4.87,0.2
"ENST00000413557",0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,1.19,0,0,0.62,0,0,0.02,0.18,10.45,0.16
"ENST00000413626",0,0,0,0,0,0.41,0,0,0,0,1.18,0,0.68,0,0,0,0,0.2,0,0.44,0.05,0.25,5.49,0.2
"ENST00000413636",0,0,0,0,0,0.06,0,0,0,3.5,0,0,0,1.12,0,0,0,0.73,0,1.05,0.01,0.29,46.68,0.28
"ENST00000413657",0,0,0.05,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0.01,0.06,10.97,0.06
"ENST00000413831",0,0.62,0.95,0,0,0,0,0,0,0,1.63,1.17,0.4,0,0.89,1.48,0,0.94,0.52,0,0.17,0.7,4.03,0.53
"ENST00000414106",0,0,0,0,0,0,0.27,0,0,0,0,0,0,0.56,0,0,0,0.96,0,0,0.03,0.15,5.09,0.12
"ENST00000414377",0,0,0,0,0,0,0,0.45,0,0,0,0,0,1.6,0,0,0,1.4,0,0,0.05,0.3,6.05,0.25
"ENST00000414379",0,0,0,0,0,0,0,0.07,0,0,0.04,0,0,0,0,0,0.25,0.03,0,0,0.01,0.03,4.03,0.02
"ENST00000414399",0,0.62,0,0,0,0,0.45,0,0.66,3.58,0,0,2.36,0,0,2.37,1.9,0,1.56,0.8,0.19,0.9,4.66,0.71
"ENST00000414443",0,0,0.18,0,0,0,0,0,0,0,0.62,0,0.21,0,0.34,0,0,0,0,0,0.02,0.12,5.77,0.1
"ENST00000414582",0.15,0,0,0.18,0,0,0,0,0,0,0.65,0.17,0.16,0.48,0,0.68,0,0.53,1.18,1.1,0.04,0.5,13.35,0.46
"ENST00000414626",0,0,0,0,0.07,0,0,0,0.06,0,0,0.18,0.08,0.24,0,0.19,0,0,0,0,0.02,0.07,4.65,0.05
"ENST00000414636",0.2,0,0,0,0,0,0.27,0,0.35,0,0.82,0.53,0,0,0,1.29,0.82,0,0.81,0,0.09,0.43,4.72,0.34
"ENST00000414694",0,0,0,0,0,0,0,0.22,0,0,0.21,0.64,0,0.21,0,0,0,0,0,0,0.02,0.11,4.29,0.08
"ENST00000414755",0.52,0,0,0.61,0,0,0,0,0,0,0,1.63,0,1.04,1.94,2.86,0.55,0,0,0,0.13,0.8,6.37,0.68
"ENST00000414857",0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,1.06,0,0,0,0.59,0,0.04,0.16,4.25,0.13
"ENST00000414866",0,0.51,0,0,0,0,0,0.15,0,0,1.09,0,0,0,0,0,0,1.75,1.72,0.25,0.07,0.48,6.62,0.41
"ENST00000414943",0.06,0,0.11,0,0,0,0,0,0,0,0.24,0,0,0.42,0.28,0,0,0.11,0,0,0.02,0.1,5.77,0.09
"ENST00000414957",0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,1.49,0,0.26,0,0,0,0.02,0.18,11.12,0.16
"ENST00000415023",0,0,0,0,0,0,0.05,0,0,0,0,0.48,0,0,0.67,0.05,0,0,0,0,0.01,0.12,20.47,0.11
"ENST00000415046",0,0,0,0,0.21,0,0,0,0,0,1.02,0,0,0,0,0,0.51,0,0,0.42,0.02,0.19,8.3,0.17
"ENST00000415054",0.68,0,0,0,0.92,0,0,0,0,0,1.34,3.47,0,1.35,1.24,0,0,0,0.74,0,0.18,0.81,4.58,0.64
"ENST00000415139",0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0.77,0.01,0.08,5.76,0.06
"ENST00000415142",0,0,0.13,0,0,0,0,0,0,0,0.23,0,0.75,0,0,0,0,0,0,0.49,0.01,0.15,10.47,0.13
"ENST00000415268",0,0,0,0,0.36,0,0,0,0,0,0.92,1.54,0,0,0,0.23,0.24,0.35,0,0,0.04,0.33,8.29,0.29
"ENST00000415301",0,0,0.37,0,0,0,0.54,0,0,0,0.55,0,0.26,0.86,0,1.07,0.83,0.86,0,1.33,0.1,0.57,5.65,0.47
"ENST00000415385",0,0,0,0,0,0,0,0.51,0.7,0,0,1.31,0,3.99,0,0,2.7,0.44,0,0,0.14,0.84,6.24,0.71
"ENST00000415408",0,0,0,0,0,0,0,0,0.3,0,1.01,0.21,0,0,0,0,0,0,0.23,0.16,0.03,0.16,4.8,0.13
"ENST00000415653",0,0,0,0,0,0,0.17,0,0,0,0,0.32,0.18,0.32,0,0,0,0,0,0,0.02,0.08,4.33,0.06
"ENST00000415696",0.12,0,0,0.09,0.04,0,0,0,0,0,0.04,0.34,0.12,0,0,0,0.21,0.04,0.08,0.33,0.03,0.12,4.14,0.09
"ENST00000415719",0,0,0,0,1.02,0.88,0,0,0,0,0.77,0.73,1.71,3.89,0,0,2.15,0.77,1.43,0,0.21,1.14,5.44,0.93
"ENST00000415749",0.29,0,0,0,0,0,0,0,0,0,0,1.59,0,0,0.45,0,0.41,0,0,0,0.03,0.25,7.67,0.21
"ENST00000415803",0,0,0,0,0,0,0,0,0.1,0,0.05,0,0.24,0,0,0,0,0.16,0,0.03,0.01,0.05,4.43,0.04
"ENST00000415833",0,0,0.18,0,0.33,0,0,0.14,0,0,0.6,1.01,0,0.08,0.18,0.54,0,0.18,0.27,0.82,0.07,0.37,5.12,0.3
"ENST00000415849",0,0,0,0,0,0.33,0,0,0,0,0.16,0.14,0,1.05,0,0.43,0,0.2,0.23,0,0.04,0.22,6.08,0.18
"ENST00000416071",0,0,0,0,0.09,0,0,0,0,0.5,0,0.52,0,0.34,0,0,0,0,0,0,0.01,0.09,9.13,0.08
"ENST00000416145",0,0,0.58,0,0,0,0.06,0,0,0,2.37,1.02,1.95,0,0,0,0,0.35,0,0,0.07,0.57,8.04,0.5
"ENST00000416299",0,0,0,0.09,0,0,0.31,0,0,0.09,0.55,0.08,0,0.12,0.21,0.17,0,0.22,0.44,0.18,0.04,0.2,4.43,0.15
"ENST00000416333",0,0,0,0,0,0,0,0,0.73,0,1.82,1.95,0,0,0,0,0,0,0,0,0.08,0.38,4.66,0.3
"ENST00000416495",0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.39,0.34,0,0,0.01,0.08,7.15,0.07
"ENST00000416591",0,0,0.12,0,0,0,0,0,0.05,0,0.44,0.32,0,0,0.21,0,0,0,0.43,0,0.02,0.14,7.21,0.12
"ENST00000416713",0,0,0.04,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0.01,0.02,4.3,0.02
"ENST00000416729",0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0.28,0,0.42,0,0.02,0.07,4.4,0.05
"ENST00000416757",0,0,0,0,0,0.15,0,0,0.17,0,0.69,0,0,0.14,0,0.32,0.24,0,0.17,0.57,0.04,0.21,5.8,0.18
"ENST00000416793",0,0.02,0,0,0.03,0,0,0,0.02,0.04,0.2,0,0.02,0,0,0.05,0,0,0.06,0,0.01,0.03,4.28,0.03
"ENST00000416987",0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0.02,0.1,5.83,0.08
"ENST00000416991",0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,1.09,0,0.84,0,0.52,0.01,0.25,25.3,0.24
"ENST00000417007",0,0,0,0,0,0.19,0,0,0,0,0.17,0,0,0,0,0,0,0,1.04,0,0.02,0.12,5.6,0.1
"ENST00000417056",0,0,0,0,0.27,0,0.33,0.18,0.34,0,0.51,1.22,0.85,0.17,0.49,0.35,0,0.38,0.18,1.19,0.12,0.53,4.3,0.41
"ENST00000417207",0,0.29,0,0,0.27,0,0,0,0,0,1.94,1.28,0.66,0,0.56,1.84,0,2.81,0,0.67,0.06,0.98,15.53,0.91
"ENST00000417303",0,0,0,0,0,0,0.16,0,0,0.51,0.27,1.83,0.97,0,1.45,0,0,1.02,0,0,0.02,0.55,32.07,0.54
"ENST00000417361",0.38,0,0,0,0,0,0,0.37,0,0,0,0,0,1.19,0,0.75,1.42,0.23,0,1.71,0.08,0.53,6.37,0.45
"ENST00000417363",0,0.21,0,0,0,0,0.19,0,0.2,0,0.2,1.86,0,0.4,0.63,0,0,0.22,0.41,0,0.07,0.37,5.55,0.3
"ENST00000417364",0.23,0,0,0,0.11,0,0,0,0,0,0,0.21,0,0,0,1.29,0.27,0.94,0,0,0.04,0.27,7.27,0.23
"ENST00000417382",0,0,0.34,0,0,0,0.31,0,0.67,0,1.51,0.92,0,0,0,0,1.64,0,0,12.91,0.15,1.7,11.64,1.55
"ENST00000417405",0,0,0.21,0,0,0,0,0,0,0,0,0,0,0.51,0,2.46,0,0.15,0,0,0.02,0.31,13.13,0.29
"ENST00000417450",0,0,0,0,0,0.32,0.82,0,0,0,0,0.35,2.01,0.36,1.48,1.64,0.08,0,0.31,2.64,0.13,0.89,7.02,0.76
"ENST00000417472",0,0,0,0,0,0,0,0.29,0,0,0.72,0,0.18,0.27,0,0,0,0,0,0.44,0.03,0.16,4.91,0.13
"ENST00000417511",0.02,0,0,0,0.04,0,0,0,0,0,0.07,0.03,0.06,0.05,0.02,0.12,0,0,0.02,0.06,0.01,0.04,6.42,0.03
"ENST00000417636",0,0,0,0,0,0,0.09,0,0,0,0,0.28,0,0,0,0.19,0,0,0,0.11,0.01,0.06,5.86,0.05
"ENST00000417656",0.22,0.41,0,0.64,0.22,0.61,0,0,0.24,0.69,3.26,1.33,0,0,0.81,2.17,2.78,1.1,2.05,0.44,0.26,1.39,5.34,1.13
"ENST00000418122",0,0,0,0,0,0.42,0,0,0,0,1.09,0,1.1,0,0,0,0,0,0,0,0.05,0.22,4.72,0.17
"ENST00000418131",0,0,0.03,0,0,0,0,0.03,0,0.26,0.07,0.04,0,0.1,0,0,0.07,0,0.04,0.13,0.01,0.04,6.16,0.04
"ENST00000418137",0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.95,0.4,0.03,0.14,4.34,0.11
"ENST00000418178",0,0,0,0,0,0,0,0,0.69,1.14,0,0.38,0,1.86,0.9,0,1.08,0,0,0,0.08,0.42,5.48,0.34
"ENST00000418197",0,0,0,0,0,0,1.32,0,1.32,0.86,0,1.07,5.68,5.37,1.51,0,0,0,0,0,0.29,1.36,4.64,1.07
"ENST00000418295",0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0.4,0,0,0,0,0.42,0.02,0.08,5.3,0.07
"ENST00000418306",0,0,0,0,0,0,0.05,0,0,0,0.04,0,0,0,0.16,0,0,0,0.24,0,0.01,0.04,8.57,0.04
"ENST00000418457",0,0,0,0,0,0,0,0.37,0,0,0.74,0,1.13,0,0,0,0,0,0,0,0.04,0.19,4.52,0.15
"ENST00000418508",0.26,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0.57,1.71,0.03,0.25,8.84,0.23
"ENST00000418564",0,0.23,0,0,0,0,0.04,0,0,0,0,0.64,0,0,0,0,0,0.67,0,0,0.03,0.13,4.45,0.1
"ENST00000418598",0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,4.94,0,0,0,2.79,0,0.19,0.77,4.1,0.58
"ENST00000418723",0,0.03,0,0,0,0,0.18,0,0,0,0,0.94,0,0,0,0.57,0,0,0.19,0,0.02,0.17,7.11,0.15
"ENST00000418779",0,0,0,0,0,0,0.1,0,0,0,0,0,0.36,0,0.23,0,0,0,0,0,0.01,0.06,5.43,0.05
"ENST00000418850",0,0,0,0,0.27,0,0,0,0,0,0.13,0.33,0,0,1.06,0,0,0.64,0,0,0.03,0.22,7.25,0.19
"ENST00000418883",0,0,0.79,0,0,0,0,0,0,0,0,0.98,1.43,0.44,0.38,0,1.05,0,0,0,0.09,0.43,4.87,0.34
"ENST00000418914",0.08,0,0.14,0,0,0,0,0,0.21,0,0.11,0.12,0.09,0,0,0.29,0.6,1.21,0.58,0.63,0.05,0.36,7.57,0.32
"ENST00000418950",0,0,0,0,0,0.21,0,0,0.21,0,0.8,1.35,0.6,1.57,1.06,0,0,0,0,0,0.05,0.54,11.52,0.49
"ENST00000418975",0,0.22,0,0,0,0.34,0,0,0,0,0.35,0.17,0,1.03,0,0.73,0,0,1.26,0,0.06,0.35,5.76,0.29
"ENST00000419021",0,0,0.75,0,0,0,0,0,0,0,0,0.45,0.36,0.99,0,0,0,0.89,0.9,0,0.08,0.36,4.29,0.28
"ENST00000419067",0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.33,0,0,0.66,0,0,0,0.01,0.1,11.67,0.09
"ENST00000419262",0,0.21,0,0,0,0,0,0.14,0.04,0,0,0,0.36,0.1,0.3,0.84,0,0,0,0.26,0.04,0.19,4.25,0.14
"ENST00000419437",0,0.42,0,0,0,0,0,0.44,0.38,1.28,0.78,0.36,0.24,1.12,0.7,0,0.57,0.51,0.59,0.81,0.14,0.57,4.15,0.43
"ENST00000419463",0,0,0,0,0.12,0,0,0,0,0,0,0.11,0,0,0,0.66,0,0.11,0,0,0.01,0.09,6.53,0.07
"ENST00000419654",0,0,0.03,0,0.07,0,0,0,0.06,0.39,0.14,0.04,0,0.07,0.22,0.07,0.03,0.13,0.06,0.03,0.02,0.08,4.23,0.06
"ENST00000419679",0.18,0,0.08,0,0,0,0.56,0,0,0,0,0.33,0,0.83,0,1.73,0,0,0.77,0.53,0.09,0.42,4.56,0.33
"ENST00000419722",0,0,0.09,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0.12,0.01,0.05,4.77,0.04
"ENST00000419753",0,0,0,0,0,0,0,0,0.07,0,0.78,0,0,0,0,0,0,0.36,0,0,0.01,0.11,13.65,0.11
"ENST00000419825",0,0,0,0,0,0.11,0,0,0,0,0.11,0,0,0.11,0,0.11,0.37,0,0,0.24,0.01,0.09,7.71,0.08
"ENST00000419923",0.13,0,0,0,0,0,0,0.07,0,0,0.21,0.11,0,0,0,0.6,0,0.29,0.19,0,0.02,0.14,6.12,0.12
"ENST00000419960",0,0,0,0,0,0,0,0.08,0,0,0.32,0,0,0.16,0,0,0,0.08,0,0,0.01,0.06,6.17,0.05
"ENST00000420027",0,0,0,0,0,0,0,0.2,0,0,0,0.42,0,0,0,0,0,0,0,0.68,0.02,0.11,4.85,0.09
"ENST00000420054",0.12,0,0,0,0,0,0,0,0.3,0,0.24,0.9,0.64,0.53,0.1,0,0.24,0,0,0,0.05,0.26,5.62,0.22
"ENST00000420147",0,0,0,0,0,0,0,0.18,0,0,0.58,0,0.23,0,0.14,0,0.18,0.34,0.12,0,0.02,0.16,7.92,0.14
"ENST00000420225",0,0.16,0,0,0,0,0,0,0,0.15,0,0.15,0,0.72,0,0,0,0,0,0,0.02,0.09,4.83,0.07
"ENST00000420254",0.08,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0.18,0.35,0,0.01,0.05,5.91,0.04
"ENST00000420461",0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0.26,0,0,0,0.42,0,0.01,0.07,4.82,0.05
"ENST00000420542",0,0,0.09,0,0,0,0,0,0,0.68,0,0.03,0,0.13,0,0.23,0,0.27,0,0,0.01,0.07,6.48,0.06
"ENST00000420572",0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0.48,0.25,0.24,0,0,0,0.01,0.1,7.32,0.08
"ENST00000420577",0,0,0.13,0,0,0,0,0,0,1.5,0.94,0,0,0,0,0,0,0.04,0,0.24,0.01,0.12,8.61,0.11
"ENST00000420588",0,0,0,0,0,0,0.25,0,0,2.05,0,0.93,0,0,0,0,0,0.27,0,0,0.03,0.12,4.42,0.09
"ENST00000420595",0,0,0,0,0,0,0.13,0,0.13,0,0,0,0,0,1.15,0,0,0,0.18,0.14,0.03,0.15,5.07,0.12
"ENST00000420621",0,0,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0.37,0,0,0,0,0.04,0.01,0.04,6.96,0.04
"ENST00000420644",0,0,0.35,0.04,0,0.06,0,0,0.22,0,0,0,0.49,0.2,0,0.86,0,1.51,0,1.29,0.08,0.43,5.79,0.36
"ENST00000420716",0,0,0.11,0,0,0,0,0,0,0,0.63,0.21,0.16,0,0,0,0,0.15,0,0,0.01,0.11,9.51,0.1
"ENST00000420732",0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0.39,0.01,0.09,12.93,0.08
"ENST00000421006",0,0,0,0,0,0,0,0.2,0,0,0.55,0,0,0,0.18,0,0,0,0,0.26,0.02,0.1,4.58,0.08
"ENST00000421022",0,0,0,0,0,0,0.19,0.31,1.62,0,3.02,0.44,2.07,0,2.17,0.45,3.12,0.39,1.71,0,0.23,1.34,5.7,1.1
"ENST00000421028",0,0,0,0,0,0.16,0,0,0,0,0,0,0,0.56,0,0,0.2,0,0,0,0.02,0.08,4.27,0.06
"ENST00000421101",0,0.12,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0.37,0,0,0,0.01,0.08,6.25,0.07
"ENST00000421116",0,0.23,0,0,0,0,0,0,0.18,0,0.27,0,0.26,0,0,0.46,0.6,0.74,0.37,0,0.05,0.27,5.96,0.23
"ENST00000421262",0,0,0.13,0,0,0,0,0,0.12,0,0.46,0,0,0.38,0,0,0.6,0.14,0.12,0,0.03,0.17,6.32,0.14
"ENST00000421413",0.09,0,0,0,0,0,0,0,0,0,0,0.15,0,0.24,0,0.21,0,0,0,0,0.01,0.06,5.67,0.05
"ENST00000421434",0,0,0.35,0,0,0,0,0,0.26,0,0,1.46,0,0.94,0,0,0,0.31,0.65,0,0.07,0.34,4.95,0.27
"ENST00000421595",0,0,0.29,0,0,0,0.21,0,0,0,0,0.22,0,0.86,0.21,0.67,1.13,0.97,0,0,0.06,0.41,7.39,0.35
"ENST00000421722",0,0,0,0,0.12,0,0,0,0.33,0,0.62,0.3,0,0.22,0.4,0,0.31,0,0.47,0,0.05,0.23,4.64,0.18
"ENST00000421723",0,0,0,0,0,0,0.23,0,0,0,0.19,0.19,0,0.21,0,0,0.45,0.48,0,0,0.03,0.15,5.96,0.13
"ENST00000421864",0.15,0,0,0,0.26,0,0,0,0,0,0,0.35,0,0.18,0,0.67,0.53,0.56,0,0,0.05,0.23,5.03,0.18
"ENST00000421985",0,0,0,0,0,0,0,0,0.07,0,0,0,0.41,0,0,0,0,0,0,0,0.01,0.04,5.67,0.03
"ENST00000422045",0.38,0,0,0,0,0,0,0,0,0,0.79,0,0.2,0,0.17,0,0.21,0.22,0,0.29,0.04,0.19,4.41,0.15
"ENST00000422063",0,0,0,0,0,0,0,0.08,0,0,0.13,0,0,0.06,0,0.5,0,0.09,0,0,0.01,0.08,8.66,0.07
"ENST00000422146",0,0,0,0,0,0.08,0.85,0,0,0,0,0,1.98,0.43,0,1.36,1.28,0,0,0,0.1,0.5,4.85,0.4
"ENST00000422269",0.07,0,0,0,0,0,0,0,0,0,0.09,0,0.22,0,0.09,0,0,0,0,0,0.01,0.04,5.03,0.03
"ENST00000422279",0,0,0,0,0,0.19,0.09,0.09,0,0,0,0.29,0,0.42,0,0.1,0.19,0.44,0,0.5,0.04,0.19,4.75,0.15
"ENST00000422290",0,0,0.32,0,0.18,0,0,0,0,0,0,0.24,0.04,1.2,0,0,0.86,0,0,0.95,0.06,0.33,5.81,0.27
"ENST00000422358",0,0,0,0,0,0,0,0.45,0,0,0.32,0,0,1.11,0,0.32,0.47,0,0,2.29,0.05,0.45,9.11,0.4
"ENST00000422431",0.07,0.15,0,0,0,0,0.13,0,0.06,0,0,0.27,0.19,0.22,0,0,0.17,0.66,0.49,0,0.05,0.2,4.35,0.15
"ENST00000422507",0,0,0.88,0,0,0,0,0,0,0,0,0,3.24,0,3.58,0,0,0,0,0,0.1,0.68,6.95,0.58
"ENST00000422666",0,0,0,0,0.88,0,0,0,0,0,0,0,0.58,2.93,0,0.58,0,0,0,0,0.1,0.41,4.19,0.31
"ENST00000422727",0.08,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0.18,0,0.19,0.01,0.06,6.77,0.05
"ENST00000423027",0,0,0,0,0,0,0.05,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.01,0.04,7,0.03
"ENST00000423075",0,0,0,0,0.33,0.24,0,0,0,0,0,0,0,0.44,0,0,0.93,0.46,0,1.29,0.06,0.31,4.95,0.25
"ENST00000423155",0,0.31,0,0,0,0,0,0,0,0,0.82,1.02,0,0,0,0,0,0,0.43,0,0.03,0.23,6.53,0.19
"ENST00000423169",0.96,0.24,0.22,0.29,0.26,0,0,0.71,0,2.06,1.08,1.36,0.5,0.59,1.57,3.05,3.52,1.94,0.83,0.89,0.3,1.53,5.15,1.24
"ENST00000423183",0.05,0,0,0,0,0.06,0,0,0,0.05,0.45,0,0,0.05,0,0,0,0.12,0,0.12,0.01,0.07,6.13,0.06
"ENST00000423187",0.38,0,0,0.44,0,0,0.36,0.42,0,0,2.6,0.39,0.75,3.38,0.35,0.38,0.4,0,0,2.59,0.18,1.08,6.14,0.91
"ENST00000423226",0,0,0.08,0,0,0,0,0,0,0.08,0.33,0,0.08,0,0,0,0,0,0,0,0.01,0.04,4.37,0.03
"ENST00000423268",0,2.09,0,0,1.02,0,0,0,1,6.74,1.96,0,0,0.99,5.39,0,0,3.3,4.1,3.32,0.46,1.91,4.17,1.45
"ENST00000423274",0,0.14,0,0,0,0,0.24,0,0,0.52,0,0,0.26,0.76,0.26,0.27,0.26,0.28,0,0,0.04,0.21,4.87,0.17
"ENST00000423331",0,0.39,0,0,0,0,0,0,0,0.71,0,0,0,0.56,1.7,0,0,0.39,0,0,0.04,0.27,6.13,0.22
"ENST00000423503",0,0,0,0,0,0,0,0,0.29,0,1.44,0,0,0,0,0.3,0.31,0,0,0,0.03,0.2,6.3,0.17
"ENST00000423798",0,0,0,0,0,0,0,1.77,0,0,3.69,0,0,0,0.44,0,4.59,2.74,2.1,0,0.2,1.36,6.89,1.16
"ENST00000423875",0,0,0.04,0,0,0,0,0.04,0,0,0.21,0,0.08,0.13,0,0,0,0.04,0,0,0.01,0.05,4.96,0.04
"ENST00000423899",0,0,0,0,0,0,0.27,0,0.14,0,1.17,0.43,0.5,0.28,0.96,0.14,0.87,0.15,0.59,0.18,0.05,0.53,11.58,0.48
"ENST00000423903",0,0,0,0,0,0,0.87,0,0,0,0,0.89,3.57,0,0,0,0,0,0.95,0,0.1,0.54,5.59,0.44
