"Ensembl_ID","patient1_healthy","patient2_healthy","patient3_healthy","patient4_healthy","patient5_healthy","patient6_healthy","patient7_healthy","patient8_healthy","patient9_healthy","patient10_healthy","patient1_diseased","patient2_diseased","patient3_diseased","patient4_diseased","patient5_diseased","patient6_diseased","patient7_diseased","patient8_diseased","patient9_diseased","patient10_diseased","HealthyMean","DiseasedMean","FoldChange","DifferentialExpression"
"ENST00000426978",0,0,5.77,0,98.49,0,0,0,0,0,0,0,0,5.82,0,0,0,22.89,8.61,18.43,11.58,5.57,0.48,-6.01
"ENST00000427038",0.13,0.28,0.34,0.24,1.42,0.82,2.03,0.81,1.1,1.38,0,0.41,0.47,0.6,0.19,0.57,0.15,0.17,0.19,0.42,0.8,0.32,0.4,-0.48
"ENST00000427043",0.02,0.04,0.13,0,0.04,0,0,0,0.02,0,0,0,0.04,0.04,0,0,0,0.04,0,0,0.03,0.01,0.41,-0.02
"ENST00000427079",39.84,14.6,15.07,27.14,5.19,30.64,39.49,24.65,23.57,26.65,12.84,3.43,4.06,8.37,9.63,31.56,16.57,6.66,5.17,12.99,24.46,11.13,0.45,-13.34
"ENST00000427141",0,0,0,0.72,0.49,0.17,0,0,0,0,0,0,0,0,0,0.24,0.36,0,0,0,0.15,0.06,0.39,-0.09
"ENST00000427188",0,0,0,0,0.09,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0.07,0,0.02,0.01,0.4,-0.01
"ENST00000427224",0,0.93,0.33,0.55,0,1.2,0.85,0,0,0.05,0,0.9,0.52,0,0,0,0,0,0.42,0,0.43,0.18,0.43,-0.25
"ENST00000427276",0,0.09,0.02,0,0.04,0,0.03,0,0.09,0,0,0.04,0.05,0.02,0,0,0,0.02,0,0,0.03,0.01,0.41,-0.02
"ENST00000427290",0,0.46,0,0,0.34,0.87,0.79,0.88,0,1.45,0.2,0.42,0.2,0.61,0,0,0,0,0.22,0,0.37,0.17,0.45,-0.2
"ENST00000427292",2.18,2.82,0,11.73,1.05,0,0,3.35,0,0,0,0,3.9,2.04,2.8,0,0,0,0,0,2.35,0.87,0.37,-1.47
"ENST00000427341",0,0.15,0.17,0,0,0.29,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.07,0.03,0.4,-0.04
"ENST00000427373",0,0.13,0,0,0.16,0,0,0,0,0.19,0,0.14,0,0,0,0,0,0,0,0,0.03,0.01,0.42,-0.02
"ENST00000427389",0,0,0,0,0,1.09,2.59,0,0,0,0,0,0.45,0,0,0,1.15,0,0,0,0.41,0.16,0.39,-0.25
"ENST00000427614",0,0,0,0,0.35,0,0,0.67,0,0,0.43,0,0,0,0,0,0,0,0,0,0.11,0.04,0.38,-0.07
"ENST00000427649",0.16,0,0,2.95,0,0,0,0,0,0,0,0,0.66,0,0,0,0,1.04,0,0,0.35,0.17,0.49,-0.18
"ENST00000427663",0,0,0,0,0.08,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.01,0,0.4,-0.01
"ENST00000427674",1.06,0,0.24,0,0,1.3,2.67,1.48,1.06,0,0.24,0,0,0,0,1.04,0.23,1.08,0.74,0.19,0.87,0.35,0.41,-0.52
"ENST00000427755",0.17,0.44,1.05,0,0.64,1.09,0.62,0.34,0.81,0.47,0.08,0.3,0.17,0.22,0.2,0,0.94,0.08,0.3,0.46,0.57,0.28,0.48,-0.3
"ENST00000427765",0,0,0,0,0,1.57,0,0,0.98,0,1.32,0,0,0,0,0,0,0,0,0,0.28,0.13,0.47,-0.15
"ENST00000427786",0.18,0.63,0.48,0,1.53,1,0,0.2,0.19,0.38,0.19,0.98,0.38,0.56,0,0,0,0,0,0,0.47,0.21,0.45,-0.26
"ENST00000427817",3.29,0.27,1.25,0,1.44,1.84,0,0,3.92,0.51,0.92,0.97,0.89,0,0.3,0.71,1.12,0,0,0.71,1.34,0.56,0.42,-0.77
"ENST00000427847",0.79,1,0,0.18,0,1.63,0.25,0.93,0.84,0,0.47,0,0.29,0,0,0,1.95,0,0,0,0.63,0.27,0.43,-0.36
"ENST00000427857",0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0.03,0.01,0.48,-0.01
"ENST00000427983",0,0.03,0.03,0.39,0.14,0,0.18,0.03,0,0,0.09,0,0.09,0.03,0,0.06,0.03,0.03,0.03,0,0.09,0.04,0.41,-0.05
"ENST00000428032",0,1.1,0,0,0.25,0,0,0,0.97,0,0,0,0.64,0.32,0,0,0,0,0,0,0.26,0.1,0.37,-0.16
"ENST00000428068",0.58,1.54,0.69,1.57,0,1.43,0,1.73,2.44,0,0.28,0.56,0.3,0.89,0,0,0.69,0.31,0.3,1.36,1.11,0.47,0.42,-0.64
"ENST00000428146",0,0,0.09,0,0,0.09,0,0,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0.02,0.01,0.44,-0.01
"ENST00000428157",2.01,0,0,2.26,0.68,0,0.59,1.13,1.02,0,0.24,0,0.2,0.2,1.11,0.21,0.21,0.29,0,0.68,0.86,0.31,0.37,-0.54
"ENST00000428201",0.95,0.37,0.46,1.1,0,0,0,0.7,0,0,0,0,0,0,0,1.62,0.34,0,0,0,0.4,0.2,0.49,-0.2
"ENST00000428211",0.46,0.53,2.54,0,0,1.5,1.58,0,0.24,0,0,0.24,0.23,0.7,0,0,1.47,0,0.25,0.16,0.76,0.31,0.4,-0.45
"ENST00000428263",0,0,0.27,0,0,0,2.08,0,0,0,0,0,0,0.58,0,0,0,0.32,0,0.24,0.26,0.11,0.44,-0.15
"ENST00000428390",0,0,0.1,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.01,0,0.39,-0.01
"ENST00000428391",0.71,1.56,2.88,10.69,3.99,8.91,12.09,13.47,6.3,2.85,1.89,2.71,4.89,2.91,1.93,0.69,5.14,3.1,4.58,5.03,6.73,3.29,0.49,-3.45
"ENST00000428488",0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.06,0.03,0.49,-0.03
"ENST00000428516",0,0,0.32,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.04,0.01,0.41,-0.02
"ENST00000428522",0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0.05,0,0,0.16,0.05,0.02,0.45,-0.03
"ENST00000428573",0,4.11,2.1,0,0,0,0,1.06,0,0,0,1.89,0,0,0,0,0,1.08,0,0,0.81,0.3,0.37,-0.51
"ENST00000428614",0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0.03,0.01,0.41,-0.02
"ENST00000428634",0.17,0.18,0,0,0.43,0,0,0,0.71,0,0,0,0,0,0,0.51,0,0,0.17,0,0.16,0.07,0.41,-0.1
"ENST00000428638",0,0.32,0.41,0,0,0,0,0,0,0.16,0,0,0,0,0,0.31,0,0,0,0,0.08,0.03,0.38,-0.05
"ENST00000428643",0,0,0,6.48,0,0.87,0.79,0,2.5,0,0,0,0,0,0,1.62,2.55,0,0,1.07,1.18,0.52,0.44,-0.66
"ENST00000428648",0,1.8,0,0.3,0,0,0.34,0,0,0,0,0,0,0.34,0,0.37,0,0.35,0,0,0.27,0.11,0.39,-0.17
"ENST00000428667",1.58,3.26,1.99,0,3.03,1.15,2.7,1.13,2.06,3.07,1.2,0.91,0.5,0.87,0,0.39,1.36,0.13,1.2,2.22,1.88,0.88,0.47,-1
"ENST00000428682",0,1.12,0.14,0,0,0,0,0,0,0,0,0,0.13,0,0,0.21,0,0,0,0.35,0.14,0.07,0.49,-0.07
"ENST00000428758",1.16,4.69,0,2.64,0,4.28,0,0,0.13,3.19,0.01,2.27,0.47,0.48,1.39,0.97,0,0,0,0.59,1.43,0.62,0.43,-0.81
"ENST00000428910",1.44,0.73,1.37,0.25,1.48,0.33,2.05,0.29,0.26,0,0.94,0.59,0.23,0,0,0,0.11,0.25,0.28,2.06,0.91,0.45,0.49,-0.47
"ENST00000428989",0.82,0.56,0.57,1.7,0.09,0.3,0,0,0.09,0.6,0.4,0.45,0,0,0,0.41,0.21,0.23,0,0,0.46,0.17,0.37,-0.29
"ENST00000429023",0,0,0,0,0,0.18,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.02,0.01,0.48,-0.01
"ENST00000429043",0.59,0.15,0.07,0,0.08,0.36,0.13,0.14,0,0,0.07,0,0.07,0.14,0,0,0,0.07,0.14,0.23,0.17,0.07,0.42,-0.1
"ENST00000429121",0.27,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0.05,0.02,0.39,-0.03
"ENST00000429226",0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.02,0.01,0.43,-0.01
"ENST00000429350",0.18,0.48,0.17,1,0.2,0,0.43,0.09,0.59,0.55,0,0.57,0.18,0.36,0,0,0,0,0.46,0,0.35,0.16,0.45,-0.19
"ENST00000429402",0,0,0.19,0,0,0.18,0,0.2,0,0,0,0,0.3,0,0,0,0,0,0,0,0.06,0.03,0.48,-0.03
"ENST00000429456",0.39,0.03,0.12,0.2,0.03,0.11,0.13,0.5,0.08,0.18,0.03,0,0,0.05,0.13,0.03,0.11,0.08,0.13,0.21,0.18,0.08,0.44,-0.1
"ENST00000429504",0.09,0.17,0.57,0.48,0.11,0.36,0.16,0,0,0,0.27,0,0,0.44,0,0,0.03,0.16,0,0.1,0.21,0.1,0.47,-0.11
"ENST00000429505",0,0,5.79,0,4.66,0.05,2.37,1.05,0.11,0,0,0,0.59,0,0,2.67,0,0,0,2.84,1.56,0.61,0.39,-0.95
"ENST00000429537",0.18,0.47,0,0,1.25,0,0.07,1.09,0,0,0,0.35,0,0,0.08,0.39,0,0,0.56,0,0.34,0.14,0.4,-0.2
"ENST00000429588",2.42,6.29,4.33,6.43,5.49,2.19,3.43,3.77,3.01,4.2,1.82,3.64,1.29,3.97,0.95,0.46,0.62,0.64,1.07,2.36,4.15,1.68,0.41,-2.47
"ENST00000429599",0,0.52,0,0,0.81,0,0.94,0,0,0.25,0,0.17,0.69,0,0,0,0,0,0,0.09,0.25,0.09,0.38,-0.16
"ENST00000429710",0,0.37,0,1.36,0,0,0,0.22,0,0,0,0,0,0,0.74,0,0,0.15,0,0,0.22,0.09,0.41,-0.13
"ENST00000429734",0.32,0,0,0.24,0,0,0.68,0,0,0,0,0,0.42,0,0,0,0.11,0,0,0,0.14,0.05,0.38,-0.08
"ENST00000429740",0,0,0,0,0,0,0.65,1.04,0.44,0,0.29,0.22,0,0,0,0,0.4,0,0,0.21,0.24,0.11,0.48,-0.12
"ENST00000429811",0.02,0.58,0.76,1.06,1.67,0.42,0.35,0.63,0.79,0.17,0,0.17,0,0.15,0.58,0.45,0.98,0.34,0.42,0.25,0.7,0.33,0.48,-0.36
"ENST00000429816",0,0,0.25,0,0.85,0.41,0.19,0.62,0,0,0,0,0.51,0,0,0,0.2,0,0,0.28,0.26,0.1,0.38,-0.16
"ENST00000429859",0.42,0,0,0,2.91,0,1.57,1.34,0.44,0,0,0.52,2.47,0,0,0,0,0,0,0,0.74,0.3,0.4,-0.44
"ENST00000429866",0.78,0.25,0.42,0.28,0.46,0.34,0.23,0.16,0,0.38,0.52,0.19,0.24,0,0.17,0,0.18,0,0,0.24,0.33,0.15,0.47,-0.17
"ENST00000429872",0.97,0.23,0.13,0.34,0,0.44,0.62,0.11,0.11,0,0,0,0.11,0.31,0.21,0,0.22,0.35,0,0.15,0.33,0.13,0.41,-0.19
"ENST00000429895",1.12,0,0,0.39,0.03,0,0,0,0.36,0,0,0,0,0,0,0.43,0,0,0,0.49,0.21,0.09,0.43,-0.12
"ENST00000430078",0,0.13,0.13,0.56,0.27,0,0.18,0.13,0.06,0,0,0.13,0.19,0.28,0.06,0.07,0,0.03,0,0,0.16,0.08,0.47,-0.09
"ENST00000430088",0.3,0,6.71,5.72,2.17,1.59,11.96,2.23,7.68,3.66,2.06,1.49,2.29,1.07,0,2.16,2.51,0.89,2.28,3.7,4.26,1.84,0.43,-2.42
"ENST00000430132",0,0,0,0,0.18,0,1.12,0.32,0,0,0,0.15,0,0,0.29,0,0,0.17,0,0.19,0.18,0.08,0.44,-0.1
"ENST00000430176",45.33,0,0,17.16,0,0,6.06,2.87,0,26.77,0,0,0,0,20.11,11.11,0.69,1.1,0,0,7.93,3.3,0.42,-4.63
"ENST00000430186",0.53,0,0.3,0,0.81,1.54,0.23,0.29,0.47,0,0.59,0,0,0.32,0,0,0.26,0,0,0.92,0.46,0.21,0.45,-0.25
"ENST00000430190",0.21,0.22,0,0,0,0.46,1.29,0,0,0,0,0,0.24,0,0,0,0.23,0,0.22,0.25,0.24,0.09,0.39,-0.15
"ENST00000430248",0,0,0,0,0.94,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0.1,0.05,0.46,-0.06
"ENST00000430290",0,0,0,0,0.99,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0.11,0.05,0.47,-0.06
"ENST00000430331",1.13,0,0,0,0,0,0.72,0,0,0,0.37,0,0,0,0,0.38,0,0,0,0,0.2,0.07,0.37,-0.13
"ENST00000430364",0,0.1,0.03,0,0.13,0.17,0.2,0.21,0.15,0,0,0.15,0.09,0,0,0.06,0.03,0,0.06,0.12,0.11,0.05,0.48,-0.06
"ENST00000430410",0,0,0.96,0.78,0.33,0,0,0.43,0,0,0.28,0,0,0.51,0,0,0,0.39,0,0,0.28,0.12,0.43,-0.16
"ENST00000430443",0,0,0,0,0.05,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0.01,0,0.43,-0.01
"ENST00000430495",0.77,2.97,0,0,0.24,0,1,0.23,0.4,0,0.49,0,0,0.19,0,0.17,0.57,1.19,0.44,0,0.62,0.31,0.49,-0.32
"ENST00000430508",0.52,0.46,0.67,0,0,0,0.23,0,0,0.28,0.3,0,0.12,0.43,0,0,0,0,0,0,0.21,0.09,0.41,-0.12
"ENST00000430525",0.76,0,0.61,0,0.02,0,0,0,0,0,0,0,0,0.46,0,0.24,0,0,0,0,0.15,0.07,0.45,-0.08
"ENST00000430567",0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.02,0.01,0.41,-0.01
"ENST00000430598",0,0,0.14,1.68,0.09,0.1,0.55,0.05,0.56,0.25,0.44,0.2,0,0.26,0,0.45,0,0,0,0.21,0.35,0.16,0.44,-0.2
"ENST00000430625",7.04,0.7,0,2.06,0,0,0,0,0,2.26,0,0,0,0,0,1.71,0,2.88,0,0.39,1.09,0.5,0.46,-0.59
"ENST00000430798",0,0.2,0,0.36,0,0.17,0.81,0,0.23,0,0.13,0,0,0.14,0.62,0,0,0,0,0,0.2,0.09,0.45,-0.11
"ENST00000430807",1.33,2.01,5.04,5.38,3.46,0,1.53,0.34,0.99,0.27,0,2.78,2.53,1.48,0,0,0,1.42,0.6,1.29,2.23,1.01,0.45,-1.22
"ENST00000430809",0,0,0,0,0,0,0,6.44,2.01,0,0,0,0,0,0,0,0,1.1,3.18,0,0.94,0.43,0.46,-0.51
"ENST00000430973",0.36,0,0.45,0,0.92,0.38,0,0.7,2.73,0,0.32,0,1.23,0,0,0,0,0,1.07,0,0.62,0.26,0.43,-0.35
"ENST00000431076",0,0,0.65,0,0.27,0.29,0,0,0.32,0,0.24,0,0.23,0,0,0,0,0.2,0,0,0.17,0.07,0.39,-0.1
"ENST00000431202",0.15,0.05,0.04,0.31,0,0,0.09,0.04,0.11,0,0.03,0.04,0.1,0,0,0.08,0.03,0.04,0.01,0,0.09,0.03,0.38,-0.05
"ENST00000431207",0,1.17,0,0.8,0,0.41,0.11,0,0,0.49,0,0.42,0.65,0,0,0,0,0,0,0,0.28,0.11,0.38,-0.17
"ENST00000431264",0,0,0.09,0.19,0,0,0,0.12,0,0,0,0,0,0.19,0,0,0,0,0,0,0.04,0.02,0.42,-0.03
"ENST00000431279",0,0.12,0,0,0,0,0,0,0.12,0,0,0,0.11,0,0,0,0,0,0,0,0.03,0.01,0.43,-0.02
"ENST00000431282",0.23,0.17,0.01,0,0,0,0,0.14,0,0,0,0,0,0,0.12,0,0,0.09,0.08,0,0.06,0.03,0.49,-0.03
"ENST00000431305",0,0,0,0.24,0.04,0,0.09,0,0.27,0,0,0,0,0,0,0.07,0.28,0,0,0,0.07,0.03,0.48,-0.04
"ENST00000431407",0,0,0.35,0.32,0,0.34,0.15,0,0,0.14,0,0,0.31,0,0,0,0,0,0,0.19,0.13,0.05,0.39,-0.08
"ENST00000431408",12.26,2.15,0,10.86,0,5.05,0.6,0.76,0,10.44,0.47,0,0,0.73,4.65,8.74,0.72,0,0.84,0,3.52,1.62,0.46,-1.91
"ENST00000431421",1.63,1.17,0.79,0,0.82,0,0.52,0,0.31,0.37,0.28,0,0,0.37,0.5,0,0.32,0.31,0.92,0,0.58,0.27,0.46,-0.31
"ENST00000431427",0.25,0.27,0,0,0.88,0,0,0,0.72,0.24,0.25,0,0.24,0,0,0,0,0.58,0,0,0.23,0.11,0.46,-0.13
"ENST00000431547",0,0,0,0,0,0.58,0,0,0.89,0,0,0.3,0,0.32,0,0,0,0,0,0,0.16,0.06,0.38,-0.1
"ENST00000431573",0,0,0,0,2.14,0,0,1.71,0,0,0,0,0,0,0,0,1.84,0,0,0,0.43,0.18,0.43,-0.24
"ENST00000431645",0,0,1.11,0,0,0,0,3.92,1.43,0,0,0,1.82,0.82,0,0,0,0,0.81,0,0.72,0.35,0.48,-0.37
"ENST00000431648",0.03,0,0.05,0,0,0.13,0.03,0,0,0.54,0.05,0,0,0.03,0,0,0,0,0,0.03,0.03,0.01,0.38,-0.02
"ENST00000431731",0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.04,0.02,0.42,-0.02
"ENST00000431765",0.49,0.85,0,0,0.4,0,2.17,1.13,2.07,0,1.09,0.65,0,0,0,0.21,0,0,0.95,0.23,0.79,0.31,0.4,-0.47
"ENST00000431923",1.14,0.88,0.2,0.5,0,0.16,0.14,0.68,0,0,0,0.46,0.59,0,0,0,0.76,0,0.21,0,0.41,0.2,0.49,-0.21
"ENST00000431953",0,0,0,0,0.08,0,0,0.17,0.08,0.24,0,0,0,0,0,0.07,0,0,0.09,0,0.04,0.02,0.42,-0.02
"ENST00000431960",0,0.1,5.03,0,1.03,1.29,0,0,0.59,0,0.26,0,0.65,0,0.25,0,2.57,0.53,0.13,0,0.89,0.44,0.49,-0.45
"ENST00000432018",0.17,0,0,0,0,0.18,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0.04,0.01,0.38,-0.02
"ENST00000432054",0,0,0,0,0,0,0,0,0.13,0.44,0,0,0,0,0,0,0.07,0,0,0,0.01,0.01,0.49,-0.01
"ENST00000432063",0.16,0.78,0.21,1.65,0,0.2,0,0,0,0,0,0.36,0.31,0,0,0.33,0.33,0,0.12,0,0.33,0.14,0.43,-0.19
"ENST00000432105",1.04,1.48,1.17,0.37,0.9,2.74,0.92,0,3.15,0,0.37,0,1.72,0,0,1.33,0,2.07,0,0,1.31,0.55,0.42,-0.76
"ENST00000432245",0.08,0.07,0,0,0.04,0.1,0.03,0.09,0.18,0,0.03,0,0,0.14,0,0.06,0,0,0,0.06,0.07,0.03,0.44,-0.04
"ENST00000432251",0.61,0.17,1.18,1.77,3.39,0.67,8.43,0.17,0.64,0.64,0,1.31,0.63,1.27,1.4,0,0.49,2.09,0,0.86,1.89,0.81,0.43,-1.09
"ENST00000432279",0,0,0,0,0,1.37,1.2,0,0,1.18,0,0,0,1.16,0,0,0,0,0,0,0.29,0.12,0.4,-0.17
"ENST00000432311",0,0,0.78,0,0,0,0,0.84,0,0,0,0.05,0,0,0,0,0,0.34,0.34,0.11,0.18,0.08,0.46,-0.1
"ENST00000432455",0.49,1.24,1.57,0.34,2.47,0.78,1.26,1.89,1.91,0.38,0.97,0.26,1.18,1.09,0.14,0.17,0,0.38,0.24,1.46,1.33,0.59,0.44,-0.74
"ENST00000432464",2,1.29,0,0.09,0.32,1.24,1.94,0.15,0,0,0,0,0.62,0,1.84,0,0,0,0,0.7,0.78,0.32,0.4,-0.47
"ENST00000432494",0,0.4,0.9,7.29,0,0.55,0.12,0.21,0,0,1.65,0.41,0,0,0.38,0.2,1.2,0.44,0,0,1.05,0.43,0.41,-0.63
"ENST00000432496",0,1.68,0,3.48,2.47,0,2.42,2.06,1.5,2.03,0,0,0,0.26,1.09,1.17,0.92,0.03,0.66,1.52,1.51,0.56,0.37,-0.95
"ENST00000432519",0,0,1.47,0,0.45,0.45,0,0.31,1.13,0,0,0,0.43,0,0,0.24,0.63,0.29,0,0.3,0.42,0.19,0.45,-0.24
"ENST00000432541",0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.06,0,0,0,0,0,0,0.01,0.01,0.44,-0.01
"ENST00000432566",0,0,4.58,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0.51,0.22,0.43,-0.29
"ENST00000432680",2.25,0.18,0.17,0,0,0,0,0,0.3,0,0,0,0.22,0,0.43,0,0.45,0,0.16,0,0.32,0.13,0.39,-0.2
"ENST00000432738",94.47,0,0.3,134.19,1.38,0,0,0,2,147.51,0,1.64,0.37,0.69,102.65,20.4,0,0.36,1.57,0,25.82,12.77,0.49,-13.05
"ENST00000432739",0,0,0,0,1.04,1.15,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0.24,0.11,0.46,-0.13
"ENST00000432741",0.21,1,0,3.57,0.4,0,1.03,0,0,0,0.25,0,0.53,0.52,0.79,0.95,0,0,0.3,0,0.69,0.33,0.48,-0.36
"ENST00000432775",0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.03,0,0,0.02,0.01,0.4,-0.01
"ENST00000432786",0,0,0,0,0.37,0.66,0.15,0.3,0,0,0.14,0.15,0,0,0,0,0,0.17,0.16,0.18,0.16,0.08,0.49,-0.08
"ENST00000432791",0,0,0.29,0,1.81,0,0.19,0,0,0,0.38,0,0.06,0,0,0,0.56,0,0,0,0.25,0.1,0.39,-0.15
"ENST00000432799",0.19,0.97,0.13,0,0,0,0.56,0.3,0,0,0,0.11,0,0.19,0,0,0.11,0.17,0.12,0.22,0.24,0.09,0.39,-0.15
"ENST00000432826",0,0,0.18,0,0,0,0,0,0.16,0,0.08,0,0,0,0,0,0,0,0,0.09,0.04,0.02,0.45,-0.02
"ENST00000432828",0,0,2.17,0,0,0,0.35,0,0,1.52,0,0,0.37,0,0,0,0,0.86,0,0,0.28,0.12,0.44,-0.16
"ENST00000432841",0,0.1,0,0,0,0,0.09,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.02,0.01,0.44,-0.01
"ENST00000432863",0.25,0.04,0,0.86,0,0.1,0,0,0,0,0,0,0,0.23,0.09,0,0.21,0,0,0,0.14,0.05,0.38,-0.09
"ENST00000432938",0,0,0,0,0,0,1.65,0,0.58,0,0,0,0,0,0.53,0,0,0.67,0,0,0.25,0.12,0.49,-0.13
"ENST00000433034",38.1,0.99,0,0,0,0,0.92,1.69,7.09,11.48,0,0,2.13,0,0,9.9,0.68,5.68,4.04,0,5.42,2.24,0.41,-3.18
"ENST00000433040",0,0.16,0,0,0,0.32,0,0.15,0,0,0,0.31,0,0,0,0,0,0,0,0,0.07,0.03,0.43,-0.04
"ENST00000433071",0.71,0.09,0.1,0,0.11,0.09,0,0.17,0,0,0.09,0,0,0,0,0,0.09,0.18,0.09,0.1,0.14,0.05,0.38,-0.09
"ENST00000433092",0,0,0.22,0,0,0,0,0,0.07,0,0.07,0,0,0,0,0,0,0,0.08,0,0.03,0.01,0.46,-0.02
"ENST00000433134",0,0,0,0,0.78,0,0.29,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0.12,0.05,0.45,-0.07
"ENST00000433219",0.53,0,0,0,0,0.42,0,0,0,0,0.27,0,0.13,0,0,0,0,0,0,0,0.11,0.04,0.38,-0.07
"ENST00000433228",0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.01,0,0.47,-0.01
"ENST00000433265",0,1.04,0,0,0,0,0,5.95,2.39,4.82,0,0,0,0,0,0.97,0,3.3,0,0,1.04,0.43,0.41,-0.61
"ENST00000433268",0.08,0.32,0.36,0.16,0,0,0,0.07,0.24,0.4,0,0.03,0.52,0.07,0,0.04,0.01,0,0,0,0.14,0.07,0.49,-0.07
"ENST00000433365",49.06,22.5,26.46,58.32,6.12,42.23,73.08,22.71,40.01,24.16,37.51,3.98,12.18,25.87,7.05,22.31,19.32,3.22,10.81,26.7,37.83,16.9,0.45,-20.93
"ENST00000433398",0,1.37,0,1.41,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0.31,0.12,0.39,-0.19
"ENST00000433416",0,0,0,0,0,0,0,0,0.38,0,0.18,0,0,0,0,0,0,0,0,0,0.04,0.02,0.43,-0.02
"ENST00000433422",0,0.35,1.01,0,0.51,0,0,0.46,0.28,0,0,0.08,0,0,0,0,0.74,0.14,0,0.4,0.29,0.14,0.47,-0.15
"ENST00000433525",0.78,1.97,2.15,1.05,0.77,2.94,3.86,2.42,2,2.11,0.57,0.55,1.73,0,2.62,0.93,0.26,0.32,1.31,0.33,1.99,0.86,0.43,-1.13
"ENST00000433547",0.43,1.06,0.57,0,0.35,0,0,0.66,1.88,0,0,0.55,0.47,0,0,0,0.55,0.69,0,0,0.55,0.23,0.41,-0.32
"ENST00000433781",0.25,0,0.11,0.04,0,0.15,0,0.2,0.02,0,0.08,0.21,0,0,0,0,0,0,0.01,0.06,0.09,0.04,0.41,-0.05
"ENST00000433814",0,0,0,0.89,0,0,0,0,0.47,0,0,0,0,0,0,0,0.29,0.31,0,0,0.15,0.06,0.4,-0.09
"ENST00000433840",0.05,0,0.07,0,0.15,0,0,0,0,0,0,0,0.06,0.06,0,0,0,0,0,0,0.03,0.01,0.39,-0.02
"ENST00000433848",0.73,0,0.87,0,0,0,0,0,0,0,0.28,0.41,0.06,0,0,0,0,0,0,0,0.18,0.08,0.42,-0.1
"ENST00000433898",0,0,3.47,0,2.19,1.27,0,3.3,3.21,2.06,3.16,0,0,0,3.16,0,0,0.53,0.48,0,1.49,0.73,0.49,-0.76
"ENST00000433917",0,0,0.26,1.14,0,0,0,0,0,0,0.2,0,0,0.42,0,0,0,0,0,0,0.16,0.06,0.4,-0.09
"ENST00000433924",1.75,1.22,1.17,5.48,0.56,0,0.67,0.46,0.21,1.03,0.77,0.43,0,0.45,0.24,0,0.5,1.33,0.74,0.26,1.28,0.47,0.37,-0.81
"ENST00000433933",0.28,0,0,0,0.06,0,0,0.16,0.05,0.23,0.05,0,0.05,0,0,0.12,0,0,0,0,0.06,0.02,0.37,-0.04
"ENST00000433997",17.73,67.19,24.2,35.36,37.43,15.78,6.67,15.69,4.9,7.11,6,20.67,24.35,16.6,5.64,4.84,5.58,11.32,9.86,7.04,25,11.19,0.45,-13.81
"ENST00000434013",0.67,0,0.59,0,0,0,0.8,0.69,0.51,0,0,0,0.52,0.16,0.15,0,0.17,0,0.5,0,0.36,0.15,0.41,-0.21
"ENST00000434016",0.04,0.3,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0.09,0,0,0.04,0.02,0.49,-0.02
"ENST00000434041",1.27,0.15,0,0,0.27,0,0,0,0.89,0,0.42,0.44,0,0.26,0,0,0,0.22,0,0,0.29,0.13,0.47,-0.15
"ENST00000434130",0,0,0,0,0,0,0.16,0,0.22,0,0.12,0,0.08,0,0,0,0,0,0,0,0.04,0.02,0.47,-0.02
"ENST00000434291",0,0,0.23,0,0,0,0.18,0.84,0.46,1.74,0,0.13,0,0,0,0,0,0.59,0,0.09,0.19,0.08,0.43,-0.11
